date,price_market_USD,price_market_EUR,price_official_EUR
2016-09-02,0.013455,0.012020697,0.0500
2016-09-03,0.015539,0.0139291596,0.0500
2016-09-04,0.019143,0.0171597852,0.0500
2016-09-05,0.019768,0.0177200352,0.0500
2016-09-06,0.019702,0.0176549622,0.0500
2016-09-07,0.019833,0.0176493867,0.0500
2016-09-08,0.019967,0.0176767851,0.0500
2016-09-09,0.020355,0.0180650625,0.0500
2016-09-10,0.020237,0.0180271196,0.0500
2016-09-11,0.020252,0.0180404816,0.0500
2016-09-12,0.019718,0.0175647944,0.0500
2016-09-13,0.019695,0.0175108245,0.0500
2016-09-14,0.01949,0.017373386,0.0500
2016-09-15,0.01832,0.016279152,0.0500
2016-09-16,0.018227,0.0162366116,0.0500
2016-09-17,0.019296,0.0172834272,0.0500
2016-09-18,0.019598,0.0175539286,0.0500
2016-09-19,0.019723,0.0176658911,0.0500
2016-09-20,0.019355,0.0173053055,0.0500
2016-09-21,0.019904,0.0178518976,0.0500
2016-09-22,0.022047,0.0196174206,0.0500
2016-09-23,0.02087,0.018609779,0.0500
2016-09-24,0.021401,0.0190019479,0.0500
2016-09-25,0.020676,0.0183582204,0.0500
2016-09-26,0.020729,0.0184052791,0.0500
2016-09-27,0.021622,0.0192716886,0.0500
2016-09-28,0.021228,0.0189120252,0.0500
2016-09-29,0.022804,0.0203229248,0.0500
2016-09-30,0.023016,0.020622336,0.0500
2016-10-01,0.023164,0.02061596,0.0500
2016-10-02,0.022717,0.02021813,0.0500
2016-10-03,0.023189,0.02063821,0.0500
2016-10-04,0.0235,0.021056,0.0500
2016-10-05,0.021626,0.019290392,0.0500
2016-10-06,0.020838,0.0186312558,0.0500
2016-10-07,0.022694,0.0203724038,0.0500
2016-10-08,0.023592,0.0211407912,0.0500
2016-10-09,0.02438,0.021846918,0.0500
2016-10-10,0.025293,0.0226650573,0.0500
2016-10-11,0.024816,0.0223989216,0.0500
2016-10-12,0.025701,0.0233210874,0.0500
2016-10-13,0.024812,0.022479672,0.0500
2016-10-14,0.025134,0.0228442926,0.0500
2016-10-15,0.025615,0.023299404,0.0500
2016-10-16,0.025999,0.0236486904,0.0500
2016-10-17,0.025665,0.023344884,0.0500
2016-10-18,0.02459,0.022369523,0.0500
2016-10-19,0.02333,0.021248964,0.0500
2016-10-20,0.022232,0.0202466824,0.0500
2016-10-21,0.024099,0.0221373414,0.0500
2016-10-22,0.021516,0.0197559912,0.0500
2016-10-23,0.024813,0.0227832966,0.0500
2016-10-24,0.023044,0.0211590008,0.0500
2016-10-25,0.023071,0.0212207058,0.0500
2016-10-26,0.025646,0.0234737838,0.0500
2016-10-27,0.028421,0.0260108992,0.0500
2016-10-28,0.027064,0.0247797984,0.0500
2016-10-29,0.028503,0.0260403408,0.0500
2016-10-30,0.029294,0.0267629984,0.0500
2016-10-31,0.028762,0.0262769632,0.0500
2016-11-01,0.028039,0.025431373,0.0500
2016-11-02,0.029192,0.0263107496,0.0500
2016-11-03,0.029633,0.0267823054,0.0500
2016-11-04,0.027548,0.024834522,0.0500
2016-11-05,0.026878,0.024297712,0.0500
2016-11-06,0.026399,0.023864696,0.0500
2016-11-07,0.028447,0.025716088,0.0500
2016-11-08,0.027296,0.024730176,0.0500
2016-11-09,0.028394,0.0257618762,0.0500
2016-11-10,0.028208,0.0258921232,0.0500
2016-11-11,0.029158,0.0267408018,0.0500
2016-11-12,0.027224,0.0252611496,0.0500
2016-11-13,0.027652,0.0256582908,0.0500
2016-11-14,0.026614,0.0246951306,0.0500
2016-11-15,0.027212,0.0252772268,0.0500
2016-11-16,0.026975,0.02520544,0.0500
2016-11-17,0.02604,0.024297924,0.0500
2016-11-18,0.026683,0.0251033664,0.0500
2016-11-19,0.027658,0.0260151148,0.0500
2016-11-20,0.027141,0.0255288246,0.0500
2016-11-21,0.027772,0.0261223432,0.0500
2016-11-22,0.026591,0.0250460629,0.0500
2016-11-23,0.026365,0.024867468,0.0500
2016-11-24,0.025182,0.023872536,0.0500
2016-11-25,0.023252,0.0219522132,0.0500
2016-11-26,0.022294,0.021056683,0.0500
2016-11-27,0.021569,0.0203719205,0.0500
2016-11-28,0.022159,0.0209291755,0.0500
2016-11-29,0.021177,0.0200228535,0.0500
2016-11-30,0.022179,0.0208549137,0.0500
2016-12-01,0.019075,0.017949575,0.0500
2016-12-02,0.017878,0.0167999566,0.0500
2016-12-03,0.020577,0.0192271488,0.0500
2016-12-04,0.019279,0.0180142976,0.0500
2016-12-05,0.01896,0.017716224,0.0500
2016-12-06,0.018224,0.0169774784,0.0500
2016-12-07,0.021299,0.019850668,0.0500
2016-12-08,0.019459,0.0180813028,0.0500
2016-12-09,0.025691,0.0243319461,0.0500
2016-12-10,0.022179,0.0209325402,0.0500
2016-12-11,0.019707,0.0185994666,0.0500
2016-12-12,0.018089,0.0170723982,0.0500
2016-12-13,0.018689,0.0176143825,0.0500
2016-12-14,0.018421,0.0173065295,0.0500
2016-12-15,0.01899,0.018226602,0.0500
2016-12-16,0.018254,0.0174855066,0.0500
2016-12-17,0.019811,0.0190086545,0.0500
2016-12-18,0.019336,0.018552892,0.0500
2016-12-19,0.019368,0.018583596,0.0500
2016-12-20,0.019683,0.0189921267,0.0500
2016-12-21,0.019381,0.0185980076,0.0500
2016-12-22,0.017829,0.0170712675,0.0500
2016-12-23,0.019841,0.0189937893,0.0500
2016-12-24,0.018486,0.0176984964,0.0500
2016-12-25,0.020601,0.0197233974,0.0500
2016-12-26,0.024609,0.0235606566,0.0500
2016-12-27,0.024923,0.0238612802,0.0500
2016-12-28,0.027977,0.0268970878,0.0500
2016-12-29,0.025393,0.0242934831,0.0500
2016-12-30,0.029205,0.0277067835,0.0500
2016-12-31,0.030087,0.0287511372,0.0500
2017-01-01,0.031235,0.029848166,0.0500
2017-01-02,0.02998,0.028648888,0.0500
2017-01-03,0.029631,0.0285316899,0.0500
2017-01-04,0.029645,0.0284028745,0.0500
2017-01-05,0.027228,0.0259292244,0.0500
2017-01-06,0.025649,0.0242229156,0.0500
2017-01-07,0.022867,0.0217442303,0.0500
2017-01-08,0.020888,0.0198623992,0.0500
2017-01-09,0.021131,0.0200934679,0.0500
2017-01-10,0.022544,0.0213333872,0.0500
2017-01-11,0.021675,0.0206367675,0.0500
2017-01-12,0.019537,0.0182944468,0.0500
2017-01-13,0.017706,0.016608228,0.0500
2017-01-14,0.018375,0.0173441625,0.0500
2017-01-15,0.019756,0.0186476884,0.0500
2017-01-16,0.019312,0.0182285968,0.0500
2017-01-17,0.019541,0.018290376,0.0500
2017-01-18,0.01953,0.018313281,0.0500
2017-01-19,0.020002,0.0187498748,0.0500
2017-01-20,0.020831,0.0195936386,0.0500
2017-01-21,0.020586,0.0192129138,0.0500
2017-01-22,0.020998,0.0195974334,0.0500
2017-01-23,0.018678,0.0174321774,0.0500
2017-01-24,0.017499,0.0162810696,0.0500
2017-01-25,0.018568,0.0172830944,0.0500
2017-01-26,0.019825,0.018528445,0.0500
2017-01-27,0.018847,0.0176445614,0.0500
2017-01-28,0.0212,0.01994284,0.0500
2017-01-29,0.022293,0.0209710251,0.0500
2017-01-30,0.022978,0.0216154046,0.0500
2017-01-31,0.023,0.0213854,0.0500
2017-02-01,0.024231,0.0224572908,0.0500
2017-02-02,0.024696,0.0228487392,0.0500
2017-02-03,0.025256,0.023513336,0.0500
2017-02-04,0.025319,0.0236352865,0.0500
2017-02-05,0.025869,0.0241487115,0.0500
2017-02-06,0.025628,0.023923738,0.0500
2017-02-07,0.025255,0.023658884,0.0500
2017-02-08,0.025782,0.0241732032,0.0500
2017-02-09,0.025712,0.0240484336,0.0500
2017-02-10,0.023925,0.02250864,0.0500
2017-02-11,0.023862,0.0224493696,0.0500
2017-02-12,0.02291,0.021553728,0.0500
2017-02-13,0.020897,0.0196598976,0.0500
2017-02-14,0.020241,0.0190548774,0.0500
2017-02-15,0.020859,0.0197618166,0.0500
2017-02-16,0.020667,0.0194021796,0.0500
2017-02-17,0.021559,0.020243901,0.0500
2017-02-18,0.022107,0.020824794,0.0500
2017-02-19,0.020346,0.019165932,0.0500
2017-02-20,0.023281,0.021930702,0.0500
2017-02-21,0.023976,0.022753224,0.0500
2017-02-22,0.024682,0.0234775184,0.0500
2017-02-23,0.026182,0.0247629356,0.0500
2017-02-24,0.025843,0.0243596118,0.0500
2017-02-25,0.024612,0.0232484952,0.0500
2017-02-26,0.021207,0.0200321322,0.0500
2017-02-27,0.023187,0.0219024402,0.0500
2017-02-28,0.024319,0.0229498403,0.0500
2017-03-01,0.023599,0.0224048906,0.0500
2017-03-02,0.024572,0.0233704292,0.0500
2017-03-03,0.023156,0.021917154,0.0500
2017-03-04,0.024646,0.0232682886,0.0500
2017-03-05,0.025417,0.0239961897,0.0500
2017-03-06,0.030474,0.0287705034,0.0500
2017-03-07,0.031079,0.0293851945,0.0500
2017-03-08,0.029881,0.0283062713,0.0500
2017-03-09,0.028037,0.0265734686,0.0500
2017-03-10,0.025184,0.0237459936,0.0500
2017-03-11,0.027203,0.0255109734,0.0500
2017-03-12,0.025868,0.0242590104,0.0500
2017-03-13,0.026992,0.0253130976,0.0500
2017-03-14,0.02895,0.02723037,0.0500
2017-03-15,0.02847,0.026801658,0.0500
2017-03-16,0.025005,0.0233121615,0.0500
2017-03-17,0.024885,0.023177889,0.0500
2017-03-18,0.022467,0.0208965567,0.0500
2017-03-19,0.018697,0.0173900797,0.0500
2017-03-20,0.019998,0.0186001398,0.0500
2017-03-21,0.022722,0.0210360276,0.0500
2017-03-22,0.02584,0.023909752,0.0500
2017-03-23,0.028467,0.0263917557,0.0500
2017-03-24,0.039466,0.036525783,0.0500
2017-03-25,0.035363,0.0324773792,0.0500
2017-03-26,0.037938,0.0348422592,0.0500
2017-03-27,0.03756,0.034495104,0.0500
2017-03-28,0.039122,0.0360274498,0.0500
2017-03-29,0.036629,0.0340796216,0.0500
2017-03-30,0.034995,0.032594343,0.0500
2017-03-31,0.035781,0.0334695474,0.0500
2017-04-01,0.036795,0.03451371,0.0500
2017-04-02,0.038034,0.035675892,0.0500
2017-04-03,0.037628,0.035295064,0.0500
2017-04-04,0.037162,0.0348914018,0.0500
2017-04-05,0.036808,0.034470692,0.0500
2017-04-06,0.037444,0.0351074944,0.0500
2017-04-07,0.037846,0.0356017322,0.0500
2017-04-08,0.037367,0.0353267618,0.0500
2017-04-09,0.037042,0.0350195068,0.0500
2017-04-10,0.036824,0.0348134096,0.0500
2017-04-11,0.038879,0.036624018,0.0500
2017-04-12,0.037355,0.035225765,0.0500
2017-04-13,0.037212,0.0350053284,0.0500
2017-04-14,0.037639,0.0352376318,0.0500
2017-04-15,0.037887,0.0354698094,0.0500
2017-04-16,0.034003,0.0318336086,0.0500
2017-04-17,0.037272,0.0348940464,0.0500
2017-04-18,0.037608,0.0352086096,0.0500
2017-04-19,0.039379,0.0367169796,0.0500
2017-04-20,0.038741,0.0360562487,0.0500
2017-04-21,0.038175,0.03568599,0.0500
2017-04-22,0.040731,0.0375458358,0.0500
2017-04-23,0.043122,0.0397498596,0.0500
2017-04-24,0.04859,0.044790262,0.0500
2017-04-25,0.046831,0.0430002242,0.0500
2017-04-26,0.050734,0.046573812,0.0500
2017-04-27,0.051871,0.047669449,0.0500
2017-04-28,0.052762,0.0482719538,0.0500
2017-04-29,0.048855,0.044760951,0.0500
2017-04-30,0.052872,0.0484413264,0.0500
2017-05-01,0.056598,0.0518550876,0.0500
2017-05-02,0.057731,0.0528931422,0.0500
2017-05-03,0.055948,0.0512371784,0.0500
2017-05-04,0.062584,0.0572768768,0.0500
2017-05-05,0.060138,0.0548638974,0.0500
2017-05-06,0.059356,0.0542632552,0.0500
2017-05-07,0.061747,0.0564491074,0.0500
2017-05-08,0.057482,0.0525500444,0.0500
2017-05-09,0.06335,0.05818064,0.0500
2017-05-10,0.065492,0.0601805988,0.0500
2017-05-11,0.059,0.0543272,0.0500
2017-05-12,0.058871,0.0541318845,0.0500
2017-05-13,0.059717,0.0544260738,0.0500
2017-05-14,0.054338,0.0495236532,0.0500
2017-05-15,0.057004,0.0519534456,0.0500
2017-05-16,0.05501,0.049740042,0.0500
2017-05-17,0.053379,0.0480144105,0.0500
2017-05-18,0.05728,0.051471808,0.0667
2017-05-19,0.054779,0.0489998155,0.0667
2017-05-20,0.054183,0.0481903602,0.0667
2017-05-21,0.059678,0.0530776132,0.0667
2017-05-22,0.059757,0.0531478758,0.0667
2017-05-23,0.052247,0.0465886499,0.0667
2017-05-24,0.07104,0.063467136,0.0667
2017-05-25,0.06538,0.058299346,0.0667
2017-05-26,0.070454,0.0629295128,0.0667
2017-05-27,0.064204,0.0573855352,0.0667
2017-05-28,0.050068,0.0447507784,0.0667
2017-05-29,0.068842,0.0615309796,0.0667
2017-05-30,0.068655,0.061446225,0.0667
2017-05-31,0.061389,0.0547098768,0.0667
2017-06-01,0.069823,0.0622332399,0.0667
2017-06-02,0.081349,0.0725226335,0.0667
2017-06-03,0.085681,0.076170409,0.0667
2017-06-04,0.085677,0.076166853,0.0667
2017-06-05,0.087711,0.077975079,0.0667
2017-06-06,0.110702,0.0983365866,0.0667
2017-06-07,0.11699,0.104296585,0.0667
2017-06-08,0.097134,0.0865075404,0.0667
2017-06-09,0.105693,0.0945740964,0.0667
2017-06-10,0.10553,0.094048336,0.0667
2017-06-11,0.101368,0.0903391616,0.0667
2017-06-12,0.100923,0.0899425776,0.0667
2017-06-13,0.09015,0.080368725,0.0667
2017-06-14,0.09746,0.086992796,0.0667
2017-06-15,0.087728,0.0785691968,0.1000
2017-06-16,0.083227,0.0745297785,0.1000
2017-06-17,0.092451,0.0825494979,0.1000
2017-06-18,0.094924,0.0847576396,0.1000
2017-06-19,0.092971,0.0830138059,0.1000
2017-06-20,0.089029,0.0798055956,0.1000
2017-06-21,0.207198,0.1858773258,0.1000
2017-06-22,0.15285,0.136846605,0.1000
2017-06-23,0.144765,0.129564675,0.1000
2017-06-24,0.184898,0.1652803222,0.1000
2017-06-25,0.198949,0.1778405111,0.1000
2017-06-26,0.164714,0.1472378446,0.1000
2017-06-27,0.184927,0.1639747709,0.1000
2017-06-28,0.207512,0.1824237992,0.1000
2017-06-29,0.229593,0.2011693866,0.1000
2017-06-30,0.262968,0.2304388584,0.1000
2017-07-01,0.22777,0.200346492,0.1000
2017-07-02,0.297291,0.2614971636,0.1000
2017-07-03,0.269236,0.2368199856,0.1000
2017-07-04,0.279019,0.2457599352,0.1000
2017-07-05,0.23905,0.211009435,0.1000
2017-07-06,0.242142,0.2126733186,0.1000
2017-07-07,0.267984,0.2348343792,0.1000
2017-07-08,0.275531,0.2419713242,0.1000
2017-07-09,0.287237,0.2522515334,0.1000
2017-07-10,0.278358,0.2444539956,0.1000
2017-07-11,0.291607,0.2556810176,0.1000
2017-07-12,0.245083,0.2140554922,0.1000
2017-07-13,0.246829,0.2161975211,0.2000
2017-07-14,0.23642,0.20710392,0.2000
2017-07-15,0.24247,0.211530828,0.2000
2017-07-16,0.230219,0.2008430556,0.2000
2017-07-17,0.25671,0.223953804,0.2000
2017-07-18,0.313425,0.271237995,0.2000
2017-07-19,0.30854,0.267535034,0.2000
2017-07-20,0.293178,0.2552700846,0.2000
2017-07-21,0.469727,0.403495493,0.2000
2017-07-22,0.454413,0.3901135605,0.2000
2017-07-23,0.509705,0.4375817425,0.2000
2017-07-24,0.54393,0.466963905,0.2000
2017-07-25,0.523435,0.4475892685,0.2000
2017-07-26,0.396201,0.3402574188,0.2000
2017-07-27,0.369834,0.3162450534,0.2000
2017-07-28,0.305779,0.2607071754,0.2000
2017-07-29,0.310681,0.2649176887,0.2000
2017-07-30,0.260982,0.2225393514,0.2000
2017-07-31,0.284992,0.2430126784,0.2000
2017-08-01,0.271919,0.2302066254,0.2000
2017-08-02,0.277027,0.2341986258,0.2000
2017-08-03,0.315043,0.2656442576,0.2000
2017-08-04,0.423609,0.3569329434,0.2000
2017-08-05,0.520248,0.4410142296,0.2000
2017-08-06,0.525861,0.4457723697,0.2000
2017-08-07,0.454041,0.3848905557,0.2000
2017-08-08,0.441703,0.3739015895,0.2000
2017-08-09,0.444436,0.3788372464,0.2000
2017-08-10,0.428972,0.3656557328,0.5000
2017-08-11,0.45793,0.3892405,0.5000
2017-08-12,0.44432,0.376650064,0.5000
2017-08-13,0.399577,0.3387214229,0.5000
2017-08-14,0.424314,0.3596909778,0.5000
2017-08-15,0.432704,0.368447456,0.5000
2017-08-16,0.475393,0.405985622,0.5000
2017-08-17,0.504717,0.4314825633,0.5000
2017-08-18,0.521838,0.4445016084,0.5000
2017-08-19,0.494873,0.4207905119,0.5000
2017-08-20,0.497853,0.4233244059,0.5000
2017-08-21,0.576076,0.4898374228,0.5000
2017-08-22,0.552169,0.4690675655,0.5000
2017-08-23,0.594236,0.50361501,0.5000
2017-08-24,0.618461,0.523836467,0.5000
2017-08-25,0.627668,0.5315720292,0.5000
2017-08-26,0.626749,0.5255917114,0.5000
2017-08-27,0.615865,0.516464389,0.5000
2017-08-28,0.609273,0.5109363378,0.5000
2017-08-29,0.631115,0.52382545,0.5000
2017-08-30,0.643167,0.5397457464,0.5000
2017-08-31,0.632974,0.5353061118,0.5000
2017-09-01,0.61255,0.513868195,0.5000
2017-09-02,0.619377,0.52027668,0.5000
2017-09-03,0.577354,0.48497736,0.5000
2017-09-04,0.600746,0.50462664,0.5000
2017-09-05,0.611336,0.514133576,0.5000
2017-09-06,0.624946,0.5238297372,0.5000
2017-09-07,0.628796,0.5252961784,0.5000
2017-09-08,0.588155,0.487698126,0.5000
2017-09-09,0.647115,0.5393703525,0.5000
2017-09-10,0.663206,0.552782201,0.5000
2017-09-11,0.6411,0.53435685,0.5000
2017-09-12,0.602591,0.504971258,0.5000
2017-09-13,0.584496,0.4879372608,0.5000
2017-09-14,0.64741,0.544730774,0.6000
2017-09-15,0.581574,0.4861377066,0.6000
2017-09-16,0.679957,0.569124009,0.6000
2017-09-17,0.650508,0.544475196,0.6000
2017-09-18,0.658871,0.551475027,0.6000
2017-09-19,0.706345,0.5900099785,0.6000
2017-09-20,0.654313,0.5449118664,0.6000
2017-09-21,0.70877,0.5953668,0.6000
2017-09-22,0.684363,0.5721959043,0.6000
2017-09-23,0.720119,0.6068442813,0.6000
2017-09-24,0.725765,0.6116021655,0.6000
2017-09-25,0.702781,0.5922335487,0.6000
2017-09-26,0.705806,0.5988058104,0.6000
2017-09-27,0.705474,0.6008522058,0.6000
2017-09-28,0.761725,0.646704525,0.6000
2017-09-29,0.716163,0.606590061,0.6000
2017-09-30,0.766405,0.652646739445,0.6000
2017-10-01,0.762951,0.649705420119,0.6000
2017-10-02,0.747574,0.636610843606,0.6000
2017-10-03,0.703116,0.598751789004,0.6000
2017-10-04,0.691759,0.587681091414,0.6000
2017-10-05,0.655011,0.557138601369,0.6000
2017-10-06,0.665935,0.56941038549,0.6000
2017-10-07,0.704114,0.600119178656,0.6000
2017-10-08,0.698115,0.5949754899,0.6000
2017-10-09,0.661925,0.564011068225,0.6000
2017-10-10,0.690577,0.585130726139,0.6000
2017-10-11,0.68255,0.5770154841,0.6000
2017-10-12,0.674668,0.568543398268,0.6000
2017-10-13,0.615117,0.52044434253,0.6000
2017-10-14,0.616305,0.521384785425,0.6000
2017-10-16,0.639835,0.54187242249,0.6000
2017-10-17,0.62517,0.53225473392,0.6000
2017-10-18,0.706197,0.599203917318,0.6000
2017-10-19,0.7062,0.5985391038,0.6000
2017-10-20,0.693383,0.586684530577,0.6000
2017-10-21,0.666898,0.566101035586,0.6000
2017-10-22,0.643743,0.54640262097,0.6000
2017-10-24,0.6213,0.5284318038,0.6000
2017-10-25,0.687178,0.583954243908,0.6000
2017-10-26,0.779095,0.659479765555,0.6000
2017-10-27,0.716475,0.61578590235,0.6000
2017-10-28,0.802571,0.691335461971,0.6000
